rate_num,rating_type,degree,Feedback_ID
4117,Service,5,318
4118,Food,1,87
4119,Cleanliness,2,68
4120,Food,3,290
4121,Cleanliness,1,438
4122,Cleanliness,2,300
4123,Service,2,253
4124,Cleanliness,2,389
4125,Food,3,9
4126,Food,2,212
4127,Cleanliness,1,22
4128,Service,2,161
4129,Cleanliness,1,153
4130,Food,1,307
4131,Cleanliness,1,476
4132,Service,1,385
4133,Food,3,184
4134,Food,1,273
4135,Cleanliness,2,130
4136,Food,3,163
4137,Food,4,290
4138,Cleanliness,2,75
4139,Service,3,397
4140,Cleanliness,5,290
4141,Food,1,325
4142,Service,2,415
4143,Food,2,93
4144,Food,1,443
4145,Cleanliness,1,46
4146,Service,3,301
4147,Cleanliness,5,89
4148,Cleanliness,2,250
4149,Cleanliness,1,101
4150,Cleanliness,5,203
4151,Food,4,489
4152,Food,3,368
4153,Service,1,10
4154,Cleanliness,3,48
4155,Service,4,314
4156,Cleanliness,3,343
4157,Food,2,461
4158,Service,5,112
4159,Food,2,98
4160,Food,2,182
4161,Food,1,437
4162,Service,2,148
4163,Service,4,100
4164,Food,4,411
4165,Service,3,382
4166,Service,2,391
4167,Food,4,365
4168,Service,5,436
4169,Cleanliness,2,438
4170,Food,2,116
4171,Food,5,84
4172,Food,2,61
4173,Food,2,43
4174,Food,3,42
4175,Cleanliness,3,83
4176,Service,2,4
4177,Cleanliness,5,35
4178,Cleanliness,1,81
4179,Cleanliness,4,48
4180,Cleanliness,3,497
4181,Service,5,326
4182,Food,3,319
4183,Cleanliness,1,308
4184,Food,2,448
4185,Food,1,53
4186,Service,2,133
4187,Service,5,193
4188,Cleanliness,5,20
4189,Cleanliness,5,137
4190,Service,3,262
4191,Food,3,410
4192,Service,2,248
4193,Service,5,440
4194,Food,1,102
4195,Food,2,301
4196,Food,3,165
4197,Cleanliness,5,29
4198,Service,3,101
4199,Service,4,282
4200,Service,5,134
4201,Food,5,40
4202,Service,3,318
4203,Service,5,141
4204,Cleanliness,2,427
4205,Cleanliness,2,376
4206,Service,4,201
4207,Service,1,168
4208,Cleanliness,1,36
4209,Cleanliness,2,470
4210,Service,5,324
4211,Service,2,212
4212,Food,2,135
4213,Cleanliness,1,124
4214,Cleanliness,5,88
4215,Service,4,134
4216,Service,2,391
4217,Service,2,444
4218,Food,1,455
4219,Service,2,329
4220,Service,4,195
4221,Cleanliness,1,226
4222,Food,4,261
4223,Service,3,432
4224,Cleanliness,3,291
4225,Cleanliness,1,395
4226,Cleanliness,1,144
4227,Service,2,269
4228,Food,2,421
4229,Food,5,134
4230,Service,2,291
4231,Cleanliness,3,55
4232,Cleanliness,5,205
4233,Food,1,209
4234,Cleanliness,1,165
4235,Food,5,29
4236,Cleanliness,1,126
4237,Cleanliness,3,83
4238,Cleanliness,1,359
4239,Cleanliness,2,163
4240,Food,5,399
4241,Cleanliness,5,424
4242,Service,3,391
4243,Service,3,327
4244,Cleanliness,1,401
4245,Service,3,335
4246,Food,1,212
4247,Service,3,277
4248,Service,5,30
4249,Cleanliness,4,377
4250,Cleanliness,1,53
4251,Food,3,25
4252,Service,1,335
4253,Service,4,287
4254,Cleanliness,4,59
4255,Service,2,189
4256,Cleanliness,5,318
4257,Service,3,251
4258,Service,3,390
4259,Food,5,401
4260,Cleanliness,5,279
4261,Cleanliness,1,498
4262,Service,2,146
4263,Food,4,44
4264,Cleanliness,5,22
4265,Cleanliness,1,319
4266,Cleanliness,4,46
4267,Food,4,45
4268,Service,3,97
4269,Service,3,48
4270,Cleanliness,1,128
4271,Service,1,484
4272,Service,3,429
4273,Food,2,186
4274,Service,5,394
4275,Service,4,243
4276,Cleanliness,1,116
4277,Food,1,126
4278,Food,2,29
4279,Cleanliness,1,82
4280,Food,1,16
4281,Cleanliness,2,282
4282,Service,1,363
4283,Cleanliness,1,423
4284,Food,1,263
4285,Food,4,119
4286,Food,2,130
4287,Service,5,213
4288,Service,5,164
4289,Cleanliness,2,237
4290,Cleanliness,5,260
4291,Cleanliness,4,218
4292,Food,3,149
4293,Food,1,429
4294,Cleanliness,2,338
4295,Cleanliness,4,287
4296,Service,3,91
4297,Cleanliness,4,213
4298,Food,4,465
4299,Service,5,222
4300,Food,1,214
4301,Cleanliness,4,442
4302,Service,2,402
4303,Food,2,203
4304,Service,4,424
4305,Cleanliness,3,497
4306,Cleanliness,2,290
4307,Food,1,80
4308,Food,1,331
4309,Cleanliness,5,55
4310,Cleanliness,4,226
4311,Food,5,357
4312,Food,4,423
4313,Food,3,71
4314,Service,2,211
4315,Service,5,422
4316,Food,3,208
4317,Food,2,203
4318,Service,3,466
4319,Food,5,490
4320,Cleanliness,1,387
4321,Service,5,434
4322,Service,4,398
4323,Service,1,116
4324,Cleanliness,4,11
4325,Cleanliness,2,9
4326,Cleanliness,1,8
4327,Food,1,213
4328,Service,2,452
4329,Service,3,115
4330,Cleanliness,4,162
4331,Food,2,96
4332,Food,1,216
4333,Food,1,234
4334,Service,2,225
4335,Food,4,249
4336,Service,1,78
4337,Cleanliness,4,328
4338,Cleanliness,5,441
4339,Food,5,151
4340,Cleanliness,2,384
4341,Food,1,471
4342,Service,5,246
4343,Service,5,122
4344,Service,4,336
4345,Food,3,212
4346,Food,2,476
4347,Food,5,488
4348,Service,1,413
4349,Service,3,148
4350,Cleanliness,5,399
4351,Service,2,361
4352,Food,2,217
4353,Service,3,229
4354,Service,5,478
4355,Cleanliness,4,237
4356,Cleanliness,1,165
4357,Food,3,403
4358,Food,4,176
4359,Service,4,325
4360,Cleanliness,2,490
4361,Service,5,71
4362,Service,4,366
4363,Service,5,108
4364,Service,1,401
4365,Cleanliness,3,498
4366,Food,5,37
4367,Food,1,245
4368,Food,2,344
4369,Service,2,180
4370,Food,5,2
4371,Food,2,74
4372,Food,3,209
4373,Food,4,381
4374,Service,4,489
4375,Cleanliness,1,127
4376,Cleanliness,1,330
4377,Service,3,255
4378,Service,4,192
4379,Service,4,278
4380,Cleanliness,4,72
4381,Food,1,287
4382,Cleanliness,4,177
4383,Service,1,129
4384,Cleanliness,1,86
4385,Food,3,152
4386,Service,3,73
4387,Food,3,111
4388,Cleanliness,2,414
4389,Food,1,224
4390,Cleanliness,1,259
4391,Service,3,399
4392,Cleanliness,4,73
4393,Food,1,340
4394,Cleanliness,3,123
4395,Cleanliness,1,387
4396,Service,2,263
4397,Food,5,401
4398,Food,2,426
4399,Cleanliness,1,73
4400,Service,4,214
4401,Service,3,201
4402,Cleanliness,5,404
4403,Cleanliness,1,395
4404,Service,5,266
4405,Cleanliness,3,406
4406,Cleanliness,3,406
4407,Service,1,179
4408,Food,2,418
4409,Service,2,446
4410,Cleanliness,3,360
4411,Food,3,80
4412,Food,4,222
4413,Food,1,59
4414,Service,5,475
4415,Cleanliness,1,126
4416,Food,5,316
4417,Food,1,458
4418,Cleanliness,2,158
4419,Service,5,149
4420,Service,4,122
4421,Food,1,425
4422,Service,3,500
4423,Cleanliness,1,397
4424,Food,1,201
4425,Service,4,363
4426,Cleanliness,5,5
4427,Food,5,232
4428,Food,1,28
4429,Food,4,434
4430,Service,5,169
4431,Food,4,26
4432,Service,2,95
4433,Food,3,256
4434,Service,4,203
4435,Service,3,351
4436,Food,4,115
4437,Cleanliness,1,418
4438,Service,4,240
4439,Service,1,6
4440,Cleanliness,5,364
4441,Service,5,285
4442,Food,3,219
4443,Food,5,198
4444,Service,3,49
4445,Cleanliness,5,216
4446,Service,3,69
4447,Food,2,233
4448,Cleanliness,4,46
4449,Food,2,9
4450,Food,1,122
4451,Service,1,264
4452,Cleanliness,5,77
4453,Cleanliness,5,336
4454,Food,5,377
4455,Service,4,164
4456,Food,3,308
4457,Cleanliness,5,242
4458,Service,5,94
4459,Food,4,18
4460,Cleanliness,1,156
4461,Food,2,214
4462,Food,2,222
4463,Cleanliness,4,427
4464,Cleanliness,5,499
4465,Service,3,390
4466,Cleanliness,5,484
4467,Service,1,344
4468,Food,2,168
4469,Service,2,104
4470,Service,5,236
4471,Cleanliness,2,482
4472,Cleanliness,1,398
4473,Food,1,213
4474,Food,3,317
4475,Service,1,405
4476,Service,1,475
4477,Cleanliness,5,203
4478,Cleanliness,1,134
4479,Cleanliness,5,441
4480,Cleanliness,3,227
4481,Food,5,3
4482,Food,1,64
4483,Service,5,317
4484,Cleanliness,1,423
4485,Food,5,146
4486,Cleanliness,3,99
4487,Service,5,314
4488,Service,2,405
4489,Service,3,389
4490,Cleanliness,1,299
4491,Cleanliness,2,116
4492,Food,2,356
4493,Food,1,117
4494,Cleanliness,3,129
4495,Food,5,181
4496,Cleanliness,4,212
4497,Food,2,363
4498,Service,5,191
4499,Cleanliness,3,25
4500,Service,5,100
4501,Service,2,428
4502,Service,2,378
4503,Food,2,146
4504,Food,4,142
4505,Food,5,299
4506,Service,5,316
4507,Service,2,218
4508,Service,4,24
4509,Service,2,293
4510,Food,2,205
4511,Service,2,263
4512,Service,1,223
4513,Food,2,231
4514,Service,3,224
4515,Service,5,434
4516,Food,1,157
4517,Service,5,129
4518,Cleanliness,5,326
4519,Cleanliness,5,472
4520,Service,3,424
4521,Food,5,368
4522,Cleanliness,5,159
4523,Cleanliness,3,268
4524,Cleanliness,2,191
4525,Cleanliness,4,312
4526,Service,1,305
4527,Service,4,259
4528,Cleanliness,4,74
4529,Food,3,90
4530,Service,4,172
4531,Service,2,190
4532,Cleanliness,2,22
4533,Food,3,90
4534,Service,3,290
4535,Food,3,280
4536,Cleanliness,3,333
4537,Service,3,254
4538,Service,4,227
4539,Service,1,455
4540,Service,1,188
4541,Service,1,246
4542,Food,3,347
4543,Cleanliness,4,58
4544,Cleanliness,5,480
4545,Food,3,214
4546,Cleanliness,4,459
4547,Food,3,1
4548,Service,2,470
4549,Cleanliness,4,395
4550,Food,3,469
4551,Food,5,493
4552,Cleanliness,5,386
4553,Food,1,124
4554,Service,2,81
4555,Service,3,354
4556,Cleanliness,1,260
4557,Service,2,215
4558,Service,2,294
4559,Food,3,279
4560,Service,2,398
4561,Service,2,58
4562,Service,1,134
4563,Cleanliness,3,171
4564,Service,2,301
4565,Cleanliness,4,441
4566,Food,5,334
4567,Food,4,13
4568,Cleanliness,3,383
4569,Cleanliness,3,305
4570,Service,2,441
4571,Service,5,273
4572,Cleanliness,3,3
4573,Service,5,418
4574,Cleanliness,2,4
4575,Food,3,88
4576,Service,1,190
4577,Cleanliness,4,394
4578,Cleanliness,2,276
4579,Food,1,278
4580,Cleanliness,4,363
4581,Food,2,371
4582,Service,4,370
4583,Service,2,335
4584,Food,1,151
4585,Cleanliness,3,288
4586,Cleanliness,1,294
4587,Service,4,242
4588,Cleanliness,1,264
4589,Cleanliness,1,127
4590,Cleanliness,4,449
4591,Cleanliness,4,355
4592,Cleanliness,1,26
4593,Service,4,341
4594,Food,2,41
4595,Service,4,221
4596,Service,2,362
4597,Service,2,181
4598,Cleanliness,5,65
4599,Service,2,395
4600,Food,2,446
4601,Service,5,82
4602,Cleanliness,1,425
4603,Food,4,142
4604,Cleanliness,2,38
4605,Service,5,352
4606,Food,1,317
4607,Food,1,132
4608,Service,5,282
4609,Food,4,147
4610,Food,1,250
4611,Cleanliness,3,291
4612,Food,4,97
4613,Cleanliness,4,168
4614,Service,1,312
4615,Food,4,438
4616,Cleanliness,2,114
4617,Service,5,170
4618,Service,4,183
4619,Food,1,392
4620,Food,4,36
4621,Service,5,115
4622,Cleanliness,4,130
4623,Food,2,78
4624,Service,2,379
4625,Service,3,388
4626,Food,2,373
4627,Cleanliness,4,20
4628,Food,5,323
4629,Cleanliness,3,406
4630,Food,4,302
4631,Service,2,458
4632,Cleanliness,3,458
4633,Cleanliness,4,156
4634,Service,2,355
4635,Service,2,127
4636,Food,2,251
4637,Cleanliness,1,208
4638,Food,2,410
4639,Service,1,2
4640,Food,2,276
4641,Service,4,109
4642,Cleanliness,4,155
4643,Cleanliness,3,476
4644,Service,4,124
4645,Cleanliness,2,59
4646,Service,3,363
4647,Food,1,488
4648,Cleanliness,4,194
4649,Food,5,254
4650,Service,2,264
4651,Service,1,334
4652,Service,1,228
4653,Cleanliness,1,265
4654,Cleanliness,4,143
4655,Cleanliness,5,347
4656,Cleanliness,5,29
4657,Cleanliness,3,430
4658,Service,5,46
4659,Food,3,84
4660,Food,4,90
4661,Service,2,220
4662,Cleanliness,2,43
4663,Service,4,277
4664,Service,5,397
4665,Cleanliness,3,234
4666,Cleanliness,2,299
4667,Cleanliness,2,264
4668,Food,2,217
4669,Cleanliness,1,164
4670,Food,2,62
4671,Cleanliness,5,269
4672,Cleanliness,1,147
4673,Service,5,77
4674,Cleanliness,3,9
4675,Food,5,416
4676,Service,2,290
4677,Cleanliness,3,438
4678,Cleanliness,1,71
4679,Service,5,137
4680,Food,4,368
4681,Service,5,200
4682,Service,5,282
4683,Food,3,90
4684,Food,2,31
4685,Food,5,366
4686,Service,3,209
4687,Food,2,37
4688,Cleanliness,3,283
4689,Cleanliness,1,20
4690,Service,5,135
4691,Cleanliness,3,61
4692,Food,2,246
4693,Cleanliness,4,222
4694,Service,2,470
4695,Food,3,498
4696,Cleanliness,1,156
4697,Cleanliness,5,443
4698,Cleanliness,3,21
4699,Service,2,263
4700,Service,4,201
4701,Food,5,300
4702,Food,5,329
4703,Cleanliness,2,395
4704,Service,1,340
4705,Cleanliness,1,261
4706,Cleanliness,2,261
4707,Food,2,144
4708,Cleanliness,1,130
4709,Service,4,79
4710,Food,2,57
4711,Food,3,52
4712,Cleanliness,1,241
4713,Service,3,67
4714,Food,5,182
4715,Food,3,416
4716,Cleanliness,4,360
4717,Service,1,238
4718,Cleanliness,2,442
4719,Cleanliness,2,113
4720,Cleanliness,4,130
4721,Food,4,429
4722,Cleanliness,4,289
4723,Cleanliness,4,293
4724,Cleanliness,2,3
4725,Cleanliness,5,326
4726,Food,5,410
4727,Cleanliness,5,81
4728,Service,2,61
4729,Food,3,319
4730,Food,2,77
4731,Service,3,330
4732,Service,4,419
4733,Service,2,410
4734,Cleanliness,1,222
4735,Service,5,383
4736,Service,2,184
4737,Service,1,259
4738,Service,3,324
4739,Service,2,203
4740,Cleanliness,2,18
4741,Food,4,87
4742,Food,1,233
4743,Cleanliness,1,223
4744,Cleanliness,2,297
4745,Food,4,99
4746,Service,1,499
4747,Service,2,375
4748,Cleanliness,5,73
4749,Food,1,313
4750,Service,5,147
4751,Food,3,368
4752,Service,5,198
4753,Cleanliness,5,192
4754,Service,1,401
4755,Food,5,203
4756,Food,2,404
4757,Service,1,254
4758,Service,3,100
4759,Service,1,126
4760,Service,5,355
4761,Food,4,284
4762,Service,4,263
4763,Service,1,423
4764,Cleanliness,5,157
4765,Cleanliness,3,43
4766,Service,1,359
4767,Cleanliness,4,134
4768,Food,4,57
4769,Cleanliness,3,250
4770,Cleanliness,4,175
4771,Cleanliness,5,440
4772,Service,4,76
4773,Service,2,192
4774,Cleanliness,5,53
4775,Cleanliness,5,166
4776,Service,2,98
4777,Food,4,22
4778,Food,3,43
4779,Cleanliness,3,317
4780,Service,2,197
4781,Food,1,187
4782,Cleanliness,3,311
4783,Food,5,463
4784,Cleanliness,5,446
4785,Service,5,200
4786,Service,1,412
4787,Food,4,348
4788,Service,4,251
4789,Food,5,231
4790,Food,5,311
4791,Cleanliness,3,88
4792,Service,2,480
4793,Service,1,71
4794,Service,3,133
4795,Cleanliness,4,495
4796,Service,3,463
4797,Service,4,375
4798,Food,4,469
4799,Cleanliness,3,495
4800,Service,4,266
4801,Service,4,272
4802,Service,3,378
4803,Food,1,39
4804,Cleanliness,2,371
4805,Food,3,401
4806,Food,2,330
4807,Service,3,338
4808,Service,2,16
4809,Cleanliness,5,356
4810,Service,2,183
4811,Food,5,344
4812,Service,3,291
4813,Food,1,315
4814,Food,1,325
4815,Cleanliness,2,449
4816,Service,4,480
4817,Cleanliness,3,93
4818,Cleanliness,4,140
4819,Cleanliness,1,91
4820,Service,3,80
4821,Cleanliness,1,142
4822,Service,5,302
4823,Cleanliness,3,191
4824,Cleanliness,1,113
4825,Cleanliness,1,177
4826,Food,2,345
4827,Cleanliness,2,482
4828,Cleanliness,2,269
4829,Cleanliness,4,63
4830,Cleanliness,2,84
4831,Cleanliness,3,131
4832,Service,2,170
4833,Food,3,231
4834,Cleanliness,3,460
4835,Food,3,459
4836,Service,2,485
4837,Food,5,351
4838,Food,5,22
4839,Food,2,374
4840,Food,5,126
4841,Service,2,63
4842,Service,5,7
4843,Service,2,254
4844,Cleanliness,5,407
4845,Food,4,305
4846,Cleanliness,4,226
4847,Service,4,300
4848,Cleanliness,4,471
4849,Food,1,24
4850,Service,5,341
4851,Cleanliness,2,65
4852,Cleanliness,4,192
4853,Food,4,21
4854,Food,5,128
4855,Food,5,201
4856,Cleanliness,5,499
4857,Service,2,101
4858,Food,1,490
4859,Service,1,391
4860,Cleanliness,2,270
4861,Food,2,272
4862,Food,5,45
4863,Food,2,183
4864,Food,4,409
4865,Service,2,464
4866,Food,4,125
4867,Cleanliness,5,22
4868,Food,2,336
4869,Food,2,162
4870,Service,3,497
4871,Cleanliness,3,447
4872,Service,3,418
4873,Service,5,81
4874,Food,4,362
4875,Food,3,140
4876,Cleanliness,3,132
4877,Service,2,193
4878,Cleanliness,1,148
4879,Cleanliness,5,208
4880,Service,5,330
4881,Service,5,382
4882,Food,1,370
4883,Cleanliness,3,99
4884,Food,1,198
4885,Cleanliness,5,168
4886,Food,2,365
4887,Cleanliness,3,38
4888,Food,1,225
4889,Food,1,72
4890,Cleanliness,2,318
4891,Service,3,259
4892,Food,2,379
4893,Food,3,310
4894,Food,2,306
4895,Food,5,90
4896,Cleanliness,2,425
4897,Food,5,462
4898,Cleanliness,2,468
4899,Food,5,170
4900,Food,2,456
4901,Cleanliness,2,59
4902,Cleanliness,5,157
4903,Service,2,379
4904,Service,4,449
4905,Service,4,220
4906,Cleanliness,1,89
4907,Service,4,18
4908,Cleanliness,4,157
4909,Service,5,398
4910,Cleanliness,3,232
4911,Food,4,154
4912,Service,4,401
4913,Service,1,453
4914,Service,2,11
4915,Service,4,395
4916,Service,5,307
4917,Food,4,494
4918,Cleanliness,5,243
4919,Service,2,121
4920,Service,2,364
4921,Service,4,463
4922,Food,5,250
4923,Food,4,339
4924,Cleanliness,5,312
4925,Food,4,35
4926,Food,3,84
4927,Cleanliness,3,446
4928,Cleanliness,4,301
4929,Food,5,37
4930,Food,5,106
4931,Cleanliness,5,367
4932,Food,2,305
4933,Food,5,147
4934,Service,4,66
4935,Food,3,119
4936,Cleanliness,5,332
4937,Cleanliness,2,124
4938,Service,1,478
4939,Service,1,453
4940,Service,1,136
4941,Cleanliness,1,349
4942,Service,5,98
4943,Food,3,425
4944,Food,2,47
4945,Food,5,423
4946,Food,2,73
4947,Food,3,435
4948,Food,3,135
4949,Cleanliness,5,283
4950,Service,5,312
4951,Food,2,225
4952,Cleanliness,1,38
4953,Service,4,236
4954,Cleanliness,4,347
4955,Service,4,24
4956,Service,3,499
4957,Cleanliness,2,176
4958,Cleanliness,2,315
4959,Cleanliness,3,494
4960,Service,3,225
4961,Cleanliness,2,270
4962,Service,2,272
4963,Food,5,198
4964,Food,2,104
4965,Service,5,447
4966,Cleanliness,1,52
4967,Food,3,460
4968,Service,4,409
4969,Food,1,145
4970,Food,4,350
4971,Cleanliness,5,369
4972,Service,5,259
4973,Service,4,93
4974,Food,1,193
4975,Cleanliness,2,260
4976,Cleanliness,2,327
4977,Food,2,320
4978,Service,4,58
4979,Cleanliness,4,406
4980,Food,3,164
4981,Service,2,146
4982,Service,3,414
4983,Cleanliness,3,118
4984,Service,4,79
4985,Food,4,327
4986,Food,2,213
4987,Service,2,155
4988,Food,3,326
4989,Cleanliness,1,361
4990,Service,1,179
4991,Cleanliness,1,172
4992,Food,1,209
4993,Service,3,453
4994,Service,5,140
4995,Cleanliness,4,150
4996,Food,1,462
4997,Service,4,407
4998,Cleanliness,1,279
4999,Cleanliness,5,311
5000,Cleanliness,5,222
5001,Service,3,68
5002,Cleanliness,2,244
5003,Food,5,243
5004,Service,2,178
5005,Cleanliness,4,268
5006,Service,1,129
5007,Cleanliness,3,303
5008,Food,3,113
5009,Food,5,179
5010,Cleanliness,5,189
5011,Service,1,10
5012,Service,1,428
5013,Food,1,421
5014,Food,1,57
5015,Food,5,147
5016,Cleanliness,4,419
5017,Service,1,83
5018,Cleanliness,4,111
5019,Food,4,101
5020,Food,2,109
5021,Food,2,247
5022,Cleanliness,4,231
5023,Cleanliness,2,99
5024,Service,5,105
5025,Cleanliness,2,193
5026,Food,4,158
5027,Cleanliness,1,191
5028,Service,3,64
5029,Food,5,79
5030,Service,1,68
5031,Service,4,407
5032,Food,3,201
5033,Food,1,165
5034,Cleanliness,2,281
5035,Food,5,363
5036,Cleanliness,1,312
5037,Cleanliness,4,115
5038,Cleanliness,1,459
5039,Food,4,304
5040,Service,3,254
5041,Service,4,274
5042,Service,5,177
5043,Cleanliness,1,298
5044,Food,5,216
5045,Food,3,50
5046,Food,4,487
5047,Food,4,121
5048,Cleanliness,3,218
5049,Cleanliness,1,468
5050,Cleanliness,5,219
5051,Service,4,351
5052,Food,4,372
5053,Service,2,328
5054,Service,4,405
5055,Service,1,31
5056,Service,2,141
5057,Service,1,328
5058,Service,1,19
5059,Food,4,77
5060,Food,1,221
5061,Food,4,9
5062,Food,4,422
5063,Cleanliness,3,330
5064,Cleanliness,3,95
5065,Food,1,480
5066,Food,4,382
5067,Food,5,367
5068,Service,1,75
5069,Food,5,36
5070,Cleanliness,3,137
5071,Food,2,292
5072,Service,1,351
5073,Cleanliness,2,12
5074,Food,1,234
5075,Service,2,45
5076,Service,4,34
5077,Food,5,43
5078,Food,3,257
5079,Service,4,38
5080,Service,4,500
5081,Service,2,460
5082,Cleanliness,1,355
5083,Food,1,88
5084,Food,3,474
5085,Service,5,184
5086,Food,2,310
5087,Service,2,23
5088,Food,4,228
5089,Cleanliness,4,66
5090,Food,3,37
5091,Cleanliness,5,202
5092,Food,1,92
5093,Food,1,333
5094,Food,1,55
5095,Cleanliness,1,348
5096,Food,3,346
5097,Food,4,169
5098,Food,4,170
5099,Food,1,105
5100,Service,2,264
5101,Cleanliness,2,424
5102,Cleanliness,4,259
5103,Cleanliness,2,433
5104,Cleanliness,2,191
5105,Service,1,120
5106,Food,5,254
5107,Service,2,106
5108,Service,4,426
5109,Service,3,117
5110,Cleanliness,1,364
5111,Cleanliness,4,65
5112,Service,2,20
5113,Service,4,63
5114,Cleanliness,4,209
5115,Cleanliness,2,41
5116,Food,4,250
5117,Food,2,414
5118,Cleanliness,4,119
5119,Cleanliness,3,145
5120,Service,2,203
5121,Food,4,18
5122,Service,4,194
5123,Service,2,469
5124,Food,3,234
5125,Cleanliness,1,435
5126,Food,2,497
5127,Food,1,387
5128,Food,3,411
5129,Food,1,457
5130,Cleanliness,4,359
5131,Cleanliness,3,236
5132,Service,3,37
5133,Service,4,380
5134,Food,1,267
5135,Service,3,473
5136,Service,2,145
5137,Service,4,497
5138,Service,1,274
5139,Service,2,108
5140,Cleanliness,2,242
5141,Food,5,259
5142,Service,5,288
5143,Cleanliness,4,226
5144,Food,4,340
5145,Cleanliness,1,71
5146,Cleanliness,1,172
5147,Cleanliness,2,388
5148,Food,4,396
5149,Service,3,487
5150,Food,3,475
5151,Food,4,211
5152,Food,2,9
5153,Service,3,472
5154,Food,2,474
5155,Food,2,408
5156,Food,1,191
5157,Cleanliness,2,217
5158,Cleanliness,3,369
5159,Service,2,309
5160,Cleanliness,2,303
5161,Service,2,327
5162,Cleanliness,5,246
5163,Cleanliness,3,240
5164,Food,3,375
5165,Service,4,424
5166,Food,4,28
5167,Service,5,42
5168,Cleanliness,5,497
5169,Cleanliness,3,455
5170,Cleanliness,2,365
5171,Cleanliness,2,387
5172,Food,3,307
5173,Food,5,418
5174,Service,2,274
5175,Cleanliness,4,118
5176,Food,4,411
5177,Service,3,447
5178,Cleanliness,4,437
5179,Service,2,77
5180,Service,5,269
5181,Cleanliness,4,385
5182,Food,1,113
5183,Service,5,263
5184,Service,4,86
5185,Cleanliness,2,451
5186,Service,5,300
5187,Cleanliness,3,336
5188,Cleanliness,5,494
5189,Service,5,111
5190,Service,5,404
5191,Food,1,451
5192,Service,2,105
5193,Service,2,290
5194,Food,5,143
5195,Cleanliness,1,388
5196,Service,2,367
5197,Food,5,47
5198,Service,5,299
5199,Food,1,307
5200,Cleanliness,4,66
5201,Service,4,78
5202,Service,5,102
5203,Food,3,396
5204,Food,3,296
5205,Cleanliness,3,230
5206,Cleanliness,3,414
5207,Cleanliness,4,259
5208,Service,2,337
5209,Food,3,349
5210,Cleanliness,2,123
5211,Cleanliness,3,116
5212,Service,3,163
5213,Cleanliness,1,359
5214,Food,5,205
5215,Food,4,146
5216,Service,4,138
5217,Service,4,385
5218,Food,5,129
5219,Service,3,309
5220,Food,5,142
5221,Cleanliness,2,29
5222,Cleanliness,5,349
5223,Cleanliness,2,416
5224,Service,5,380
5225,Cleanliness,3,229
5226,Cleanliness,2,462
5227,Cleanliness,2,179
5228,Food,5,32
5229,Service,1,155
5230,Service,5,160
5231,Food,5,275
5232,Cleanliness,1,67
5233,Service,2,12
5234,Cleanliness,1,218
5235,Cleanliness,3,417
5236,Service,5,371
5237,Service,2,54
5238,Food,5,69
5239,Service,4,280
5240,Service,3,16
5241,Service,5,337
5242,Cleanliness,3,57
5243,Cleanliness,3,159
5244,Cleanliness,5,40
5245,Food,5,68
5246,Food,5,395
5247,Food,4,397
5248,Food,5,428
5249,Food,4,301
5250,Cleanliness,2,450
5251,Food,5,184
5252,Service,3,378
5253,Service,5,314
5254,Food,4,469
5255,Cleanliness,5,7
5256,Food,1,301
5257,Service,5,476
5258,Food,2,229
5259,Service,3,20
5260,Service,5,132
5261,Food,3,146
5262,Cleanliness,4,154
5263,Food,2,23
5264,Service,5,239
5265,Cleanliness,1,112
5266,Food,2,58
5267,Food,2,139
5268,Service,3,401
5269,Service,3,115
5270,Cleanliness,3,228
5271,Cleanliness,4,84
5272,Food,2,346
5273,Cleanliness,1,77
5274,Service,1,28
5275,Service,2,24
5276,Food,2,136
5277,Service,5,485
5278,Cleanliness,1,111
5279,Cleanliness,1,486
5280,Cleanliness,2,63
5281,Cleanliness,2,286
5282,Cleanliness,1,454
5283,Cleanliness,2,178
5284,Cleanliness,5,459
5285,Cleanliness,2,417
5286,Food,4,184
5287,Food,3,19
5288,Service,3,326
5289,Food,4,81
5290,Service,2,400
5291,Food,5,477
5292,Cleanliness,4,282
5293,Service,4,268
5294,Service,5,488
5295,Cleanliness,5,106
5296,Cleanliness,5,371
5297,Food,5,324
5298,Food,5,273
5299,Service,2,273
5300,Cleanliness,4,240
5301,Service,3,464
5302,Cleanliness,5,248
5303,Food,3,302
5304,Service,5,277
5305,Service,3,51
5306,Service,1,462
5307,Food,5,11
5308,Service,2,318
5309,Food,1,85
5310,Food,1,23
5311,Food,1,403
5312,Cleanliness,3,148
5313,Cleanliness,2,278
5314,Service,3,290
5315,Food,3,419
5316,Food,5,378
5317,Service,5,42
5318,Service,4,203
5319,Food,3,176
5320,Food,1,394
5321,Cleanliness,5,383
5322,Food,2,89
5323,Food,5,286
5324,Cleanliness,1,444
5325,Cleanliness,5,446
5326,Cleanliness,3,127
5327,Service,5,79
5328,Food,2,364
5329,Cleanliness,4,389
5330,Food,5,26
5331,Cleanliness,4,47
5332,Food,3,227
5333,Service,1,85
5334,Food,4,346
5335,Service,5,240
5336,Service,1,244
5337,Service,1,401
5338,Food,1,228
5339,Cleanliness,1,491
5340,Food,4,396
5341,Food,1,224
5342,Service,3,172
5343,Cleanliness,1,56
5344,Cleanliness,2,216
5345,Cleanliness,1,407
5346,Food,4,442
5347,Food,3,59
5348,Food,2,230
5349,Service,2,247
5350,Cleanliness,5,133
